Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
A11C2B3,2,3.0,595.9540000000003
A11C3B3,2,3.0,624.0080000000003
A12C5B3,2,3.0,662.1009999999999
A12C4B3,2,3.0,664.117
A12C1B3,2,3.0,579.9550000000003
A12C2B3,2,3.0,608.0090000000002
A12C3B3,2,3.0,636.0630000000002
A14C5B3,2,3.0,631.0029999999998
A14C4B3,2,3.0,633.0190000000002
A14C1B3,2,3.0,548.8570000000005
A14C2B3,2,3.0,576.9110000000005
A14C3B3,2,3.0,604.9650000000005
A9C5B3,2,3.0,659.0569999999998
A9C4B3,2,3.0,661.0730000000001
A9C1B3,2,3.0,576.9110000000004
A9C2B3,2,3.0,604.9650000000004
A9C3B3,2,3.0,633.0190000000003
A13C5B3,2,3.0,648.0740000000001
A13C4B3,2,3.0,650.0899999999999
A13C1B3,2,3.0,565.9280000000003
A13C2B3,2,3.0,593.9820000000002
A13C3B3,2,3.0,622.0360000000002
A5C5B3,2,3.0,694.1469999999997
A5C4B3,2,3.0,696.1629999999997
A5C1B3,2,3.0,612.0010000000001
A5C2B3,2,3.0,640.055
A5C3B3,2,3.0,668.1089999999999
A10C5B3,2,3.0,662.101
A10C4B3,2,3.0,664.1169999999998
A10C1B3,2,3.0,579.9550000000003
A10C2B3,2,3.0,608.0090000000001
A10C3B3,2,3.0,636.0630000000001
A15C5B3,2,3.0,676.1279999999999
A15C4B3,2,3.0,678.1439999999998
A15C1B3,2,3.0,593.9820000000002
A15C2B3,2,3.0,622.0360000000001
A15C3B3,2,3.0,650.09
A16C5B3,2,3.0,692.1709999999997
A16C4B3,2,3.0,694.187
A16C1B3,2,3.0,610.0250000000004
A16C2B3,2,3.0,638.0790000000003
A16C3B3,2,3.0,666.1330000000003
A17C5B7,2,7.0,703.1539999999998
A17C4B7,2,7.0,705.1699999999997
A17C1B7,2,7.0,621.008
A17C2B7,2,7.0,649.062
A17C3B7,2,7.0,677.116
A18C5B7,2,7.0,686.1229999999999
A18C4B7,2,7.0,688.1389999999999
A18C1B7,2,7.0,603.9770000000002
A18C2B7,2,7.0,632.0310000000002
A18C3B7,2,7.0,660.0850000000002
A19C5B7,2,7.0,687.1109999999999
A19C4B7,2,7.0,689.1269999999998
A19C1B7,2,7.0,604.9650000000001
A19C2B7,2,7.0,633.0190000000001
A19C3B7,2,7.0,661.0730000000001
A20C5B7,2,7.0,658.0690000000001
A20C4B7,2,7.0,660.085
A20C1B7,2,7.0,575.9230000000002
A20C2B7,2,7.0,603.9770000000003
A20C3B7,2,7.0,632.0310000000003
A1C5B7,2,7.0,646.0580000000001
A1C4B7,2,7.0,648.0740000000001
A1C1B7,2,7.0,563.9120000000004
A1C2B7,2,7.0,591.9660000000003
A1C3B7,2,7.0,620.0200000000003
A6C5B7,2,7.0,660.085
A6C4B7,2,7.0,662.101
A6C1B7,2,7.0,577.9390000000003
A6C2B7,2,7.0,605.9930000000003
A6C3B7,2,7.0,634.0470000000003
A3C5B7,2,7.0,688.1389999999999
A3C4B7,2,7.0,690.1549999999999
A3C1B7,2,7.0,605.9930000000002
A3C2B7,2,7.0,634.0470000000001
A3C3B7,2,7.0,662.1010000000001
A8C5B7,2,7.0,744.2469999999996
A8C4B7,2,7.0,746.2629999999996
A8C1B7,2,7.0,662.1009999999999
A8C2B7,2,7.0,690.1549999999999
A8C3B7,2,7.0,718.2089999999998
A2C5B7,2,7.0,686.1229999999998
A2C4B7,2,7.0,688.1389999999998
A2C1B7,2,7.0,603.9770000000001
A2C2B7,2,7.0,632.0310000000001
A2C3B7,2,7.0,660.085
A7C5B7,2,7.0,702.1219999999998
A7C4B7,2,7.0,704.1379999999998
A7C1B7,2,7.0,619.9760000000001
A7C2B7,2,7.0,648.0300000000001
A7C3B7,2,7.0,676.0840000000001
A4C5B7,2,7.0,674.112
A4C4B7,2,7.0,676.1279999999999
A4C1B7,2,7.0,591.9660000000002
A4C2B7,2,7.0,620.0200000000002
A4C3B7,2,7.0,648.0740000000002
A11C5B7,2,7.0,660.041
A11C4B7,2,7.0,662.057
A11C1B7,2,7.0,577.8950000000003
A11C2B7,2,7.0,605.9490000000003
A11C3B7,2,7.0,634.0030000000003
A12C5B7,2,7.0,672.096
