Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A324_C13,2,13,658.0650000000003,0,1
A358_C13,2,13,655.9270000000006,0,1
A375_C13,4,13,1225.9199999999987,0,2
A335_C13,2,13,714.1730000000002,0,1
A337_C13,2,13,688.0910000000003,0,1
A346_C13,4,13,1153.8539999999994,0,2
A357_C13,2,13,655.9270000000006,0,1
A355_C13,2,13,637.9370000000006,0,1
A353_C13,2,13,637.9370000000006,0,1
A336_C13,2,13,662.0090000000005,0,1
A307_C13,2,13,565.9240000000004,0,1
A316_C13,2,13,620.0160000000003,0,1
A368_C13,2,13,642.0220000000004,0,1
A378_C13,4,13,1229.9519999999989,0,2
A379_C13,8,13,2249.5840000000007,0,4
A377_C13,2,13,678.0550000000005,0,1
A322_C13,2,13,658.0650000000004,0,1
A329_C13,2,13,644.0380000000005,0,1
A361_C13,2,13,633.9740000000005,0,1
A148_C13,4,13,1139.826999999999,0,2
A150_C13,4,13,1139.826999999999,0,2
A398_C13,4,13,1366.104999999999,0,2
A365_C13,4,13,1256.0749999999991,0,2
A382_C13,4,13,1215.9249999999993,0,2
A354_C13,2,13,637.9370000000006,0,1
A349_C13,2,13,619.9470000000006,0,1
A360_C13,2,13,687.9440000000006,0,1
A391_C13,3,13,947.4839999999996,0,2
A146_C13,4,13,1125.799999999999,0,2
A364_C13,2,13,685.9530000000007,0,1
A363_C13,2,13,667.9630000000006,0,1
A362_C13,2,13,649.9730000000005,0,1
A388_C13,2,13,712.0440000000006,0,1
A389_C13,4,13,1217.8969999999997,0,2
A387_C13,2,13,694.0540000000005,0,1
A333_C13,2,13,730.172,0,1
A308_C13,2,13,579.9510000000004,0,1
A373_C13,4,13,1213.9089999999994,0,2
A372_C13,2,13,656.0490000000002,0,1
A371_C13,2,13,659.9930000000004,0,1
A370_C13,2,13,645.9660000000005,0,1
A374_C13,2,13,702.0770000000005,0,1
A367_C13,2,13,642.0220000000004,0,1
A396_C13,4,13,1302.0179999999996,0,2
